date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_mean
10-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.06
11-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.91
12-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.97
13-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.87
14-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.17
15-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.74
16-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.97
17-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,40.01
18-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.91
19-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.83
20-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.74
21-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.81
22-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.61
23-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.36
24-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.29
25-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.85
26-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,40.26
27-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,40.07
28-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,40.11
29-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.74
30-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.34
31-05-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,40
01-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.18
02-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.5
03-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.71
04-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.7
05-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.63
06-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.03
07-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.8
08-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.18
09-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.79
10-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.95
11-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.72
12-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.67
13-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.65
14-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,39.17
15-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.92
16-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,38.1
17-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.84
18-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.03
19-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.45
20-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.5
21-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.4
22-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.74
23-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,37.73
24-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,36.57
25-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,36.6
26-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,36.37
27-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,36.12
28-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.95
29-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.59
30-06-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.72
01-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,36.03
02-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.91
03-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.94
04-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.94
05-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.73
06-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.17
07-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.2
08-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.45
09-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,35.11
10-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.85
11-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.58
12-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.12
13-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.5
14-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.26
15-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.18
16-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.26
17-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.11
18-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.33
19-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.78
20-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.43
21-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.01
22-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.93
23-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.12
24-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.52
25-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.04
26-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.75
27-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.35
28-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.2
29-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.3
30-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.39
31-07-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.16
01-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.37
02-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.62
03-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.52
04-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.43
05-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.7
06-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.79
07-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.85
08-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.76
09-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.58
10-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.64
11-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.47
12-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.47
13-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.22
14-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.77
15-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.98
16-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.43
17-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.68
18-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.6
19-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.39
20-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.38
21-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.46
22-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.26
23-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.42
24-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.4
25-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.59
26-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.75
27-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.1
28-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.96
29-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.56
30-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.52
31-08-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.72
01-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.56
02-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.32
03-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.63
04-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.54
05-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.33
06-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.51
07-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.48
08-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.42
09-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.65
10-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.6
11-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.36
12-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.1
13-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.46
14-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.88
15-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.54
16-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.83
17-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.36
18-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.3
19-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.44
20-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.83
21-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.71
22-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.06
23-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.96
24-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.84
25-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.09
26-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.34
27-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.63
28-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.7
29-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.1
30-09-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.8
01-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.93
02-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,34.08
03-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.7
04-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.49
05-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.48
06-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.17
07-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.1
08-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.19
09-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.58
10-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.44
11-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.95
12-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.27
13-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,33.18
14-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.97
15-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.89
16-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.59
17-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.28
18-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.36
19-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.21
20-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.29
21-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,32.02
22-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.82
23-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.61
24-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.42
25-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.43
26-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.3
27-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,31.06
28-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.79
29-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.79
30-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.86
31-10-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.89
01-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.98
02-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.71
03-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.54
04-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.15
05-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,30.13
06-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,29.73
07-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,29.28
08-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,29.25
09-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,29.24
10-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.99
11-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.76
12-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.63
13-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.51
14-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.4
15-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.3
16-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,28.02
17-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.82
18-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.77
19-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.66
20-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.29
21-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.19
22-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,27.07
23-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.98
24-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.68
25-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.56
26-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.46
27-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.25
28-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.03
29-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.01
30-11-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,26.07
01-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.74
02-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.33
03-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.45
04-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.21
05-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.25
06-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.22
07-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,25.05
08-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,24.82
09-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,24.34
10-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,24.03
11-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,23.71
12-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,23.29
13-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.59
14-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.22
15-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.7
16-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.4
17-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.71
18-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.19
19-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,22.02
20-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,21.53
21-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,21.7
22-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,21.62
23-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,21.18
24-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,21.11
25-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,20.38
26-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,20.31
27-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,20.56
28-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,20.42
29-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,19.93
30-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,19.42
31-12-2025,28.5,78.5,SAMBHAL,UTTAR PRADESH,D739,CHANDAUSI,18.97
01-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.37
02-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.07
03-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.08
04-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.28
05-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.22
06-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.62
07-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.47
08-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.38
09-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.29
10-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.8
11-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.97
12-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.14
13-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.41
14-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.8
15-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.23
16-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.93
17-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.93
18-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.61
19-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,19.97
20-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.24
21-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.45
22-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,20.6
23-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,21.16
24-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,21.78
25-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,21.36
26-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,21.66
27-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.19
28-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.1
29-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.54
30-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.99
31-01-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.92
01-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,22.9
02-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.29
03-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.94
04-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.58
05-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.58
06-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.9
07-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,24.27
08-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,23.68
09-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,24.34
10-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,24.48
11-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,24.42
12-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,25.03
13-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,25.44
14-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,25.77
15-02-2025,27.5,80.5,SITAPUR,UTTAR PRADESH,D745,BISWAN,25.54
