date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_mean
19-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,30.52
20-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,30.02
21-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.67
22-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.87
23-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.97
24-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,30.18
25-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.93
26-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.4
27-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.95
28-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.1
29-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.35
30-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.36
31-07-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.07
01-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.42
02-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.62
03-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.84
04-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.46
05-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.73
06-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.92
07-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.86
08-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.86
09-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.8
10-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.76
11-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.6
12-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.47
13-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.06
14-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.96
15-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.8
16-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.27
17-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.46
18-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.6
19-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.23
20-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.23
21-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.51
22-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.35
23-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.3
24-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.34
25-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.43
26-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.78
27-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.94
28-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.74
29-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.38
30-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.58
31-08-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.45
01-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.4
02-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.06
03-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.31
04-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.06
05-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.89
06-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.03
07-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.98
08-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.25
09-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.3
10-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.23
11-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.95
12-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.68
13-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.2
14-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.22
15-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.89
16-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.56
17-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.2
18-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.05
19-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29
20-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.39
21-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.41
22-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.68
23-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.81
24-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.71
25-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.83
26-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.17
27-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.53
28-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.9
29-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.77
30-09-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.47
01-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.5
02-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.64
03-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.25
04-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.24
05-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29.36
06-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.97
07-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.85
08-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.82
09-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,29
10-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.93
11-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.23
12-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.59
13-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.44
14-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.25
15-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.35
16-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,28.25
17-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.89
18-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.77
19-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.97
20-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.81
21-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.67
22-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.47
23-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,27.2
24-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.86
25-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.76
26-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.65
27-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.51
28-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.29
29-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.37
30-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.35
31-10-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.28
01-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.41
02-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,26.26
03-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.94
04-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.7
05-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.52
06-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.41
07-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.14
08-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.09
09-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,25.17
10-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.79
11-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.61
12-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.51
13-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.3
14-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.16
15-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,24.04
16-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.72
17-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.73
18-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.63
19-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.61
20-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.55
21-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.5
22-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.39
23-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,23.14
24-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.97
25-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.81
26-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.68
27-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.45
28-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.52
29-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.52
30-11-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,22.5
01-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.75
02-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.95
03-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.76
04-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.73
05-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.85
06-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.97
07-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.68
08-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.64
09-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,21.23
10-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,20.9
11-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,20.49
12-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,20.25
13-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.66
14-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.14
15-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.18
16-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.13
17-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.64
18-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.12
19-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,19.01
20-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,18.61
21-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,18.85
22-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,18.76
23-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,18.4
24-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,18.42
25-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,17.74
26-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,17.68
27-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,17.76
28-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,17.92
29-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,17.56
30-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,16.74
31-12-2025,29.5,78.5,BIJNOR,UTTAR PRADESH,D694,AFZALGARH,16.44
01-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.05
02-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.57
03-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.69
04-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.44
05-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.66
06-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.95
07-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.62
08-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.64
09-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.57
10-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.93
11-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.08
12-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.71
13-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,21.09
14-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.93
15-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.28
16-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.44
17-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.8
18-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,19.89
19-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.04
20-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.38
21-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.51
22-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,20.41
23-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,21.09
24-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,21.22
25-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,21.03
26-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,21.68
27-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,22.28
28-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,22.04
29-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,22.48
30-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,22.99
31-01-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,22.89
01-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,23.12
02-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,23.27
03-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,23.94
04-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,23.87
05-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,23.96
06-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24.31
07-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24.02
08-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24
09-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24.33
10-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24.47
11-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,24.89
12-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,25.01
13-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,25.74
14-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,25.86
15-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,25.74
16-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,25.89
17-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,26.39
18-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.33
19-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.8
20-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.77
21-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.78
22-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.78
23-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.7
24-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.69
25-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.85
26-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,27.51
27-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,28.32
28-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,28.88
29-02-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,29.61
01-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,28.7
02-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,28.83
03-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,29.42
04-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,29.45
05-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,29.36
06-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,29.87
07-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.36
08-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.31
09-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.75
10-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.37
11-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.72
12-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.81
13-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.76
14-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,30.83
15-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,31.11
16-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,32.02
17-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,32.72
18-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,33.03
19-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,33.18
20-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,33.57
21-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,33.28
22-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,33.61
23-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,34.38
24-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,34.71
25-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,34.83
26-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,34.9
27-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,35.1
28-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,35.85
29-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,35.92
30-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,35.64
31-03-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,35.81
01-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,36.29
02-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,36.7
03-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,36.9
04-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,36.75
05-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,36.93
06-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,37.6
07-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,37.66
08-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,37.73
09-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,37.95
10-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,38.03
11-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,38.25
12-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,38.27
13-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,38.48
14-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,38.77
15-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.47
16-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.12
17-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.2
18-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.02
19-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.63
20-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.54
21-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.31
22-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.41
23-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.46
24-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.87
25-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.35
26-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.44
27-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.39
28-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.56
29-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.84
30-04-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.54
01-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.11
02-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.96
03-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.68
04-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.06
05-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,39.88
06-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.32
07-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.65
08-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.49
09-05-2025,27.5,78.5,ETAH,UTTAR PRADESH,D700,ALIGANJ,40.59
