STATE,District,Dist_Code,TEHSIL,lat,lon,date,Tmax_mean,Tmax_Std,Tmin_Mean,Tmin_Std,IMD_pr_Mean,IMD_pr_std
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-06,40.24,2.14,24.61,1.59,0.61,2.575
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-07,40.31,2.2,24.93,1.4,0.03,0.15
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-08,40.5,1.94,25.05,1.42,0.16,0.73
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-09,40.7,1.62,25.49,1.32,0.19,1.03
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-10,40.76,1.92,25.41,1.8,0.05,0.25
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-11,40.5,1.84,25.43,2.25,0.475,2.455
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-12,40.49,1.94,25.35,1.84,0.69,2.065
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-13,40.47,2.09,25.37,1.7,0.115,0.4
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-14,40.84,1.92,25.86,1.77,0.37,2
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-15,40.66,2.17,26,1.47,0.125,0.69
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-16,41.05,1.93,25.99,1.68,0.095,0.385
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-17,41.27,1.94,26.29,1.85,0.165,0.65
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-18,41.19,2.34,26.59,1.65,0.33,1.815
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-19,40.8,2.8,26.32,1.91,0.85,3.315
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-20,40.82,2.7,26.18,1.86,1.215,6.45
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-21,41.09,2.59,25.98,1.87,0.325,1.08
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-22,40.84,2.79,26.03,1.61,0.89,3.945
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-23,40.92,2.64,26.66,1.57,0.41,1.755
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-24,40.86,2.89,27.01,1.76,0.66,3.36
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-25,40.92,2.91,26.83,1.77,0.235,0.865
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-26,41.17,2.71,26.85,2.27,0.925,2.01
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-27,41.01,2.77,27.11,1.81,0.915,3.18
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-28,40.78,3.03,26.67,1.93,1.42,5.46
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-29,41.09,3.22,26.42,1.81,0.585,1.645
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-30,41.21,2.82,26.84,2.1,0.12,0.55
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,05-31,41.18,2.79,26.68,1.76,0.77,2.95
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-01,41.23,2.71,26.93,1.63,0.63,2.49
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-02,41.13,2.73,27.13,1.43,0.45,1.82
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-03,41.26,2.96,27.26,1.33,0.18,0.685
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-04,41,3.37,27.62,1.65,0.195,0.71
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-05,40.95,3.29,27.42,1.98,1.285,5.955
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-06,40.69,3.07,27.3,1.82,0.96,4.465
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-07,40.56,3.19,26.98,1.69,1.24,4.415
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-08,40.97,3,27.42,1.7,0.415,1.51
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-09,40.8,2.92,27.43,1.91,2.395,7.975
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-10,40.77,3.17,28.06,1.76,0.825,2.76
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-11,40.73,3.11,28.49,1.78,3.245,11.36
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-12,40.38,2.97,28.39,1.73,2.195,7.99
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-13,40.17,3.1,28,1.69,1.72,7.695
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-14,39.92,3.6,28.09,1.88,2.745,8.895
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-15,39.39,3.88,27.87,2.05,3.755,10.275
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-16,38.45,4.17,27.69,2.08,3.29,6.25
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-17,38.11,4.22,27.29,1.92,5.195,11.955
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-18,37.79,4.09,27.38,1.79,3.67,9.35
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-19,37.69,4,27.04,1.84,3.775,10.23
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-20,37.33,3.9,26.99,1.76,6.825,13.45
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-21,37.43,3.38,26.99,1.72,4.935,12.17
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-22,37.05,3.32,27.04,1.48,5.39,9.58
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-23,36.54,2.95,26.46,1.5,3.935,5.755
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-24,36.85,2.46,26.56,1.31,3.49,5.83
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-25,36.86,2.68,26.74,1.41,3.165,6.74
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-26,36.39,2.51,26.93,1.34,3.24,7.855
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-27,35.81,2.93,26.61,1.43,8.075,13.325
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-28,35.35,3.1,26.13,1.45,8.255,23.965
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-29,34.9,3.25,26.07,1.34,11.03,26.24
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,06-30,34.64,3.2,26.12,1.59,9.97,17.045
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-01,35.21,2.79,26.29,1.41,10.56,20.99
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-02,35.46,2.51,26.42,1.07,5.88,9.855
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-03,35.37,2.16,26.5,1.19,5.155,10.195
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-04,35.32,2.16,26.59,1.07,6.71,15.5
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-05,34.69,2.74,26.32,1.12,9.105,14.67
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-06,34.64,2.89,26.12,1.21,17.28,24.87
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-07,34.67,2.45,26.02,1.13,7.41,15.875
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-08,34.77,2.48,26.44,1.05,7.25,12.905
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-09,34.53,2.75,26.51,1.26,9.775,22.965
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-10,34.46,2.61,26.28,1.17,7.335,12.455
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-11,33.76,2.37,26.32,1.21,14.05,30.06
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-12,33.85,2.43,25.94,1.15,16.79,26.1
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-13,34.06,2.31,26,1.11,5.985,10.065
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-14,34.03,2.29,25.94,1.24,9.655,16.075
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-15,33.73,2.14,25.93,1.18,3.955,8.36
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-16,33.52,2.04,26,1.05,7.4,14.99
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-17,33.64,2.3,26.03,1.26,10.635,19.38
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-18,33.8,2.13,26.1,1.29,8.41,13.885
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-19,33.98,1.86,26.26,1,4.04,7.37
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-20,33.72,1.79,25.91,1.05,11.14,21.44
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-21,33.4,1.82,25.6,1.14,13.19,19.915
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-22,33.49,1.63,25.88,1.03,6.465,16.115
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-23,33.53,1.88,25.86,1.08,4.66,6.51
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-24,33.08,1.9,25.82,1.13,5.225,14.11
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-25,33.14,1.79,25.74,1.17,9.295,18.255
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-26,32.95,1.85,25.7,1.09,9.38,13.375
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-27,32.77,2.21,25.63,1.27,6.305,10.285
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-28,33,1.91,25.67,1.19,6.485,13.425
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-29,32.95,1.91,25.57,0.89,9.43,14.74
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-30,33.11,1.78,25.55,0.92,10.44,17.34
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,07-31,33.01,1.6,25.7,1,7.605,10.57
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-01,33.15,1.65,25.65,0.85,7.09,15.91
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-02,32.78,1.45,25.64,0.91,7.925,10.465
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-03,32.64,1.78,25.4,0.63,11.045,15.15
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-04,32.96,1.52,25.51,0.69,9.805,17.29
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-05,33.02,1.46,25.72,0.63,5.43,8.465
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-06,32.89,1.56,25.74,0.75,5.855,10.155
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-07,33,1.47,25.6,0.75,8.735,18.375
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-08,32.87,1.49,25.67,0.8,8.74,15.37
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-09,32.89,1.56,25.57,0.68,4.815,9.19
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-10,32.99,1.46,25.72,0.83,6.745,11.525
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-11,32.74,1.34,25.76,0.89,10.06,25.31
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-12,32.61,1.7,25.68,0.73,11.09,16.31
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-13,32.38,1.52,25.61,0.78,12.665,16.87
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-14,32.31,1.66,25.43,0.75,13.33,24.92
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-15,32.21,1.77,25.34,0.82,9.15,14.205
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-16,32.89,1.62,25.33,0.87,8.14,21.325
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-17,32.88,1.51,25.43,1.07,7.02,12.01
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-18,32.57,1.55,25.44,0.89,7.405,12.64
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-19,32.32,1.67,25.28,0.96,13.805,16.725
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-20,32.63,1.37,25.22,1,7.205,12.025
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-21,32.52,1.39,25.48,0.97,8.2,13.555
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-22,32.47,1.75,25.41,0.96,10.085,16.675
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-23,32.62,1.51,25.15,0.91,8.175,14.285
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-24,32.93,1.47,25.42,0.56,6.91,10.79
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-25,33.25,1.47,25.4,0.72,7.27,15.07
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-26,33.51,1.35,25.44,0.79,5.565,10.66
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-27,33.31,1.29,25.58,0.79,2.355,4.69
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-28,33.35,1.29,25.65,0.93,5.77,11.05
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-29,33.38,1.44,25.73,0.71,2.525,7.875
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-30,33.74,1.51,25.72,0.85,3.805,7.565
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,08-31,33.63,1.66,25.61,0.83,5.545,11.68
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-01,33.03,1.74,25.49,0.99,17.19,29.095
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-02,32.68,1.96,25.27,1.07,5.255,10.75
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-03,33.23,1.93,25.26,0.81,8.54,17.82
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-04,33.26,1.82,25.38,0.77,7.495,16.665
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-05,33.22,1.76,25.17,0.82,6.89,11.02
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-06,33.22,1.81,25.15,0.87,6.09,13.615
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-07,33.27,1.89,25.11,0.88,10.94,23.495
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-08,33.28,1.95,25.2,0.94,7.885,15.62
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-09,33.37,2.1,25.17,0.94,3.665,9.315
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-10,33.37,1.77,25.16,0.91,3.085,5.435
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-11,33.06,1.71,25.02,0.89,4.49,7.89
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-12,33.19,1.84,25.09,0.89,3.23,5.105
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-13,33.07,1.97,25.13,0.78,7.745,15.535
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-14,33.11,1.83,25.09,0.94,4.72,12.52
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-15,32.62,2.11,24.9,1.05,11.59,23.175
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-16,32.68,2.05,24.8,0.95,9.8,19.635
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-17,32.89,1.93,24.96,0.92,6.66,12.925
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-18,33.29,1.76,24.93,0.88,4.81,10.78
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-19,33.45,1.91,24.92,0.92,4.95,8.67
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-20,33.55,1.55,24.81,0.95,4.13,9.955
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-21,33.17,1.86,24.7,1.02,3.345,6.985
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-22,33.09,1.72,24.49,1.01,2.825,5.31
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-23,33.13,1.58,24.6,0.97,2.72,8.17
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-24,32.95,2.11,24.52,0.87,5.07,9.45
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-25,32.82,1.99,24.1,1.05,6.47,15.43
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-26,33.28,1.9,23.94,1.02,1.915,5.585
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-27,33.29,1.89,23.95,1.01,2.25,8.225
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-28,33.46,1.97,23.8,1.09,4.175,11.46
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-29,33.68,1.91,23.93,1.16,8.275,25.565
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,09-30,33.72,1.48,23.85,1.27,1.465,4.625
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-01,33.8,1.22,23.61,1.25,0.545,1.955
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-02,33.56,1.83,23.51,1.23,1.525,4.545
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-03,33.54,2.09,23.4,1.3,4.1,15
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-04,33.33,2.09,23.15,1.24,3.615,9.41
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-05,33.59,2.02,23.03,1.26,8.765,34.165
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-06,33.71,2.1,22.92,1.24,2.15,4.87
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-07,33.7,1.78,22.86,1.4,0.89,2.655
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-08,33.79,1.6,22.65,1.46,0.955,3.8
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-09,33.89,1.58,22.47,1.52,0.065,0.27
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-10,33.93,1.62,22.21,1.38,0.285,1.535
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-11,33.82,1.65,21.89,1.39,0.55,2.16
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-12,33.63,1.38,21.38,1.76,0.23,1.265
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-13,33.57,1.83,21.42,1.86,0.015,0.08
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-14,33.25,2.41,20.98,1.85,5.19,20.665
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-15,33.3,1.94,20.7,1.9,0.025,0.145
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-16,33.35,1.72,20.62,1.86,0.02,0.1
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-17,33.17,1.57,20.53,1.93,0.88,3.34
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-18,32.88,1.66,20.4,1.8,1.365,7.175
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-19,32.59,1.67,19.99,1.83,0.8,3.84
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-20,32.54,1.72,19.66,1.88,1.03,3.58
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-21,32.83,1.82,19.62,1.8,0.84,3.945
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-22,32.76,1.57,19.24,1.72,0.02,0.095
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-23,32.54,1.64,18.96,1.75,0.175,0.945
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-24,32.34,1.74,18.52,1.87,0.005,0.015
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-25,32.03,1.86,18.42,1.89,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-26,31.86,1.73,18.08,1.71,0.005,0.04
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-27,31.83,1.53,17.8,1.63,0.02,0.1
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-28,31.44,1.61,17.55,1.78,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-29,31.43,1.85,17.29,1.83,0.68,3.26
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-30,31.47,1.92,17.04,2.17,0.235,1.005
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,10-31,31.48,1.87,17.17,1.88,0.77,4.23
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-01,31.58,1.31,17.12,1.98,0.045,0.24
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-02,31.53,1.19,16.88,1.79,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-03,31.45,1.24,16.65,1.81,0.08,0.435
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-04,31.54,1.22,16.28,1.96,0.015,0.07
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-05,31.53,1.13,16.25,1.98,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-06,31.09,1.19,15.86,1.99,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-07,31.06,1.21,15.6,1.92,0.15,0.805
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-08,30.87,1.33,15.53,2.1,0.235,1.275
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-09,30.74,1.2,15.5,2.29,0.3,1.645
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-10,30.23,1.22,15.36,2.31,0.925,5.06
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-11,29.94,1.09,14.93,2.18,0.01,0.055
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-12,29.97,1.35,14.81,2.06,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-13,30,1.32,14.54,1.99,0.005,0.015
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-14,29.75,1.26,14.23,2.07,0.265,1.47
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-15,29.93,1.32,14.17,2.07,0.155,0.845
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-16,29.35,1.56,14.15,2.33,0.01,0.035
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-17,29.28,1.67,13.86,2.2,0.3,1.44
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-18,28.8,1.69,13.97,2.45,0.045,0.23
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-19,28.57,1.61,13.69,2.34,0.31,1.145
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-20,28.58,1.42,13.26,2.23,0.08,0.395
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-21,28.33,1.29,12.72,1.76,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-22,28.12,1.23,12.54,1.64,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-23,28.21,1.23,12.53,1.65,0.095,0.51
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-24,28.11,1.01,12.17,1.7,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-25,27.99,0.9,12.38,1.76,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-26,27.84,0.96,11.84,1.89,0.15,0.815
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-27,27.56,1.28,11.95,2.02,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-28,27.54,1.41,11.67,1.93,0.405,2.215
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-29,27.38,1.75,11.56,1.96,0,0
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,11-30,27.21,1.67,11.8,1.99,0.235,1.245
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,12-01,26.99,1.43,11.48,2.07,0.025,0.105
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,12-02,26.58,1.13,11.17,2.26,0.015,0.075
UTTAR PRADESH,KAUSHAMBI,D721,CHAIL,25.5,81.5,12-03,26.46,1.25,11.02,2.42,0.02,0.11
